frame,time_s,phase,avalanche_id,event_number,q_over_b,active_contact,V_left_m3,V_center_m3,V_right_m3,R_left_m,R_center_m,R_right_m,V_center_over_source,centroid_left_m,centroid_center_m,centroid_right_m,outer_centroid_separation_m,GB_LEFT_m,GB_RIGHT_m,center_span_m,near_axis_low_m,near_axis_high_m,near_axis_extent_m,near_axis_extent_strain,center_max_radius_m,center_envelope_aspect_ratio,center_second_moment_aspect_ratio,surface_area_proxy_m2,LEFT_stress_Pa,RIGHT_stress_Pa,quota_strain,centroid_strain,mirror_error,left_outer_curvature_rms,left_outer_curvature_p95,left_outer_curvature_grad_max,left_outer_curvature_grad_z,left_outer_curvature_kappa_max,left_outer_curvature_kappa_z,center_curvature_rms,center_curvature_p95,center_curvature_grad_max,center_curvature_grad_z,center_curvature_kappa_max,center_curvature_kappa_z,right_outer_curvature_rms,right_outer_curvature_p95,right_outer_curvature_grad_max,right_outer_curvature_grad_z,right_outer_curvature_kappa_max,right_outer_curvature_kappa_z,LEFT_TJ_radius_m,LEFT_TJ_z_m,RIGHT_TJ_radius_m,RIGHT_TJ_z_m,morphology_departure_max_fraction
247,2567.2611883195364,EVENT_TRANSPORT_PAUSED,2,10,0.10750000000000007,LEFT,7.269390045408924e-21,1.9491175723464353e-21,7.271907694534607e-21,1.2017195344733243e-07,7.74907401747927e-08,1.2018582512433744e-07,0.9998873606327606,-8.045994334506335e-08,-1.66485520193013e-10,8.050862307325123e-08,1.6096856641831458e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.8081980457650902e-07,1.8081856741405998e-07,3.61638371990569e-07,-0.00010879390192441996,1.3937770512296182e-07,8.53527511587252,7.2675548777657,3.184878217677109e-13,-1905652.8969574524,25150088.205105394,0.014153544046390907,-0.0006151830407972181,0.3369722962104007,7653935.522573944,11162033.288469424,3921528061314912.5,-3.354544276423546e-08,12038211.825042807,-6.5351492199955e-08,4019626.54786192,6697226.894778957,5364287007838098.0,-1.7393933285159125e-09,6743200.911778249,-2.2363628509490305e-09,7731008.883160339,10510716.99957912,1783153621895258.0,1.79157512837139e-07,13072086.168939352,3.006665610720363e-08,1.391986573774102e-07,-1.639999424029288e-08,1.3573509733035203e-07,1.6138659513377653e-08,0.016389505835091578
248,2629.713978122403,ACTIVE_ONE_B,2,10,0.1475000000000001,LEFT,7.269371767466209e-21,1.9492270254320387e-21,7.27181651939172e-21,1.201718527282942e-07,7.749219065029354e-08,1.2018532282581018e-07,0.9999435095067073,-8.045995889048101e-08,-1.659423989173376e-10,8.050943439694477e-08,1.6096939328742577e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.808198106051824e-07,1.808185710307574e-07,3.616383816359398e-07,-0.0001088205761408112,1.3936937370395726e-07,8.534764912657117,7.268197007920023,3.184877161138159e-13,-1772080.1457601702,25164710.895702966,0.01421570619427514,-0.0006203230367947121,0.33579630084081585,7628580.431066279,11077871.693353089,3366218434201660.0,-3.354544276423546e-08,12002219.273759264,-6.5351492199955e-08,4031280.6671768306,6817485.391492251,5060339928726845.0,-1.7393933285159125e-09,6854002.540091143,-2.2363628509490305e-09,7735669.687478837,10552127.731773293,1783123005576319.0,1.79157512837139e-07,13001138.103805978,3.006665610720363e-08,1.3918333285418571e-07,-1.639999424029288e-08,1.357328693543668e-07,1.613772615770058e-08,0.016328750301504158
249,2701.080745571527,ACTIVE_ONE_B,2,10,0.20000000000000015,LEFT,7.269347774242534e-21,1.9493611520962226e-21,7.27170638595121e-21,1.2017172051543333e-07,7.749396802674527e-08,1.2018471607737303e-07,1.00001231580046,-8.045992769637492e-08,-1.654991435988912e-10,8.051041479088586e-08,1.609703424872608e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.8081981818987146e-07,1.8081857556496954e-07,3.6163839375484103e-07,-0.00010885409089089748,1.3936397804003928e-07,8.534434490543106,7.268931358836512,3.1848792160061257e-13,-1580310.1354502123,25199380.441233184,0.01429729401337319,-0.0006262234668461542,0.33490422584558555,7602000.874408054,11004610.268405592,3719972649232138.0,-3.4042412286668574e-08,11950504.077868361,-6.5351492199955e-08,4055963.224679824,6840165.158034845,5361917702881054.0,1.2424238060827948e-09,6925688.988084855,-2.2363628509490305e-09,7740902.5670687575,10597808.09352904,1783084620546910.0,1.79157512837139e-07,12930761.713519895,3.056362562963675e-08,1.3917270657828754e-07,-1.639999424029288e-08,1.3573035185479702e-07,1.613649407060841e-08,0.016289403289882598
250,2706.7798317659344,EVENT_TRANSPORT_RECOVERY,2,10,0.22000000000000017,LEFT,7.269338086551142e-21,1.949413736967821e-21,7.271663488771002e-21,1.2017166713205353e-07,7.749466483173235e-08,1.2018447974606885e-07,1.0000392915710434,-8.045990789357558e-08,-1.6535925070925964e-10,8.051079679418413e-08,1.609707046877597e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.808198212386651e-07,1.8081857738245875e-07,3.616383986211239e-07,-0.0001088675485674262,1.393627035754675e-07,8.534356444303672,7.269209722254433,3.1848806287274986e-13,-1511288.0489327302,25208679.763655223,0.014328375087315307,-0.0006285983872695855,0.33464133769865145,7592368.061727751,10986518.0936201,3873777575810434.5,-3.4042412286668574e-08,11927555.28591221,-6.5351492199955e-08,4058467.3600578853,6839960.410289202,5234518547972448.0,1.2424238060827948e-09,6945224.702278763,-2.2363628509490305e-09,7742836.892530687,10614373.641950376,1783069233819771.0,1.79157512837139e-07,12913025.096845025,3.056362562963675e-08,1.3916734654847845e-07,-1.639999424029288e-08,1.3572955925859784e-07,1.6136021338203997e-08,0.01628010946189784
251,2726.093638677086,EVENT_TRANSPORT_PAUSED,2,10,0.27999999999999947,LEFT,7.269311583058336e-21,1.949564928543454e-21,7.271538800688175e-21,1.201715210860748e-07,7.749666820969982e-08,1.2018379280293027e-07,1.0001168520772203,-8.045991693051964e-08,-1.6467555817870953e-10,8.051190768508106e-08,1.6097182461560072e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.8081983042547234e-07,1.8081858284096395e-07,3.616384132664363e-07,-0.000108908050093115,1.3935417574265484e-07,8.533834213010412,7.270054525661911,3.184878147173156e-13,-1296324.452955909,25259940.57454697,0.014421618309141652,-0.000634389581991357,0.3333032746622227,7561346.886964766,10856687.120073512,3295726260715950.0,-3.4042412286668574e-08,11852618.419666747,-6.5351492199955e-08,4098545.323855662,6866018.288834236,5446400622040212.0,-1.2424238060827948e-09,7004345.668837607,-2.2363628509490305e-09,7748019.822740286,10658437.094495632,1783023020871866.0,1.79157512837139e-07,12852346.558252862,3.056362562963675e-08,1.3916545136753004e-07,-1.639999424029288e-08,1.3572726245160393e-07,1.613460487385353e-08,0.01621792161219382
252,2732.3152614952123,EVENT_TRANSPORT_PAUSED,2,10,0.29999999999999905,LEFT,7.269302471439285e-21,1.949604473508364e-21,7.271508367342316e-21,1.2017147087693804e-07,7.749719218682921e-08,1.2018362513552927e-07,1.0001371384422664,-8.045983131629071e-08,-1.648738071518548e-10,8.05121789698579e-08,1.6097201028614862e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.8081983274256784e-07,1.8081858421337948e-07,3.6163841695594733e-07,-0.00010891825341419192,1.3935909301132805e-07,8.534135338939464,7.2702028046132225,3.1848844016551954e-13,-1226566.2485953644,25270047.897694863,0.014452699383083767,-0.000636590862956643,0.3338044476978112,7558355.493799794,10834979.907688051,3205900091005541.0,-3.4042412286668574e-08,11832288.501386588,-6.5351492199955e-08,4089374.6543286536,6754642.69235759,5492842700505270.0,-1.2424238060827948e-09,6958854.787892589,-2.2363628509490305e-09,7749150.149944326,10668261.99658417,1783011401316172.0,1.79157512837139e-07,12835392.555248858,3.056362562963675e-08,1.391619055269685e-07,-1.639999424029288e-08,1.3572670640566555e-07,1.6134128236600114e-08,0.016253780003407714
253,2764.405576502292,ACTIVE_ONE_B,2,10,0.401249999999997,LEFT,7.269256339554742e-21,1.9498627578331193e-21,7.271296214902104e-21,1.201712166687721e-07,7.750061432131319e-08,1.2018245630434002e-07,1.0002696369818294,-8.045983781335793e-08,-1.6373118130340363e-10,8.051407193274009e-08,1.6097390974609802e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.8081984982625423e-07,1.8081859427755354e-07,3.6163844410380777e-07,-0.00010899333066283212,1.3934714454232195e-07,8.533403633175688,7.271609825641378,3.1848787078609667e-13,-848022.4325920166,25296847.354022734,0.014610047319915725,-0.0006487670865411577,0.33173345336048454,7509242.543644461,10743539.759280613,3428071672421803.5,-3.4539381809101695e-08,11668338.760497164,-6.5351492199955e-08,4184226.5293544135,7002171.008308126,5111262539374500.0,-1.2424238060827948e-09,7004447.865785072,-2.2363628509490305e-09,7756153.941334962,10726239.103834642,1782926188858389.0,1.79157512837139e-07,12696086.360456455,3.056362562963675e-08,1.3913308160941126e-07,-1.639999424029288e-08,1.3572551504604828e-07,1.6131679956642275e-08,0.016166647714223714
254,2801.7348620414614,ACTIVE_ONE_B,2,10,0.5024999999999951,LEFT,7.269214075281904e-21,1.9501010250097563e-21,7.271100211998307e-21,1.2017098377200363e-07,7.750377097090853e-08,1.2018137642709002e-07,1.0003918668266336,-8.045986905347718e-08,-1.6254122848601444e-10,8.05158244479776e-08,1.6097569350145478e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.8081986719547474e-07,1.80818604411255e-07,3.6163847160672977e-07,-0.0001090693898320172,1.3933565649149438e-07,8.532700122709132,7.2729099624040145,3.1848721164755766e-13,-504984.1699306406,25325757.60289353,0.014767395256747681,-0.000659732064535401,0.3296409135923111,7465307.880402089,10655161.623504525,3244959604875081.0,-3.503635133153481e-08,11546545.715317992,-6.83333093345537e-08,4318734.9730694,7184065.5789342495,4863662210221352.0,1.7393933285159125e-09,7234234.890688987,-2.7333323733821485e-09,7761170.9702295,10763237.851663416,1782840381515618.0,1.79157512837139e-07,12532727.160963098,3.056362562963675e-08,1.39115215111438e-07,-1.6399994240292884e-08,1.3572542398418312e-07,1.612921685822916e-08,0.016082872950581528
255,2808.423375271269,EVENT_TRANSPORT_PAUSED,2,10,0.5137499999999948,LEFT,7.269210459890019e-21,1.950121713768618e-21,7.271083138631328e-21,1.2017096384938812e-07,7.750404505092413e-08,1.20181282360521e-07,1.000402480054274,-8.0459874834702e-08,-1.6242361588499955e-10,8.05159773044649e-08,1.609758521391669e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.8081986878919436e-07,1.808186053361249e-07,3.6163847412531924e-07,-0.00010907635497647838,1.3933446461900155e-07,8.532627134280887,7.273024587102221,3.1848712498796927e-13,-469757.79340223875,25337812.767164815,0.014784878360840121,-0.0006604726465035959,0.3294340525417236,7461517.890450027,10641163.49497394,3307317645966416.5,-3.503635133153481e-08,11542783.641064044,-6.83333093345537e-08,4330903.16240209,7204755.4224990085,4797028321970758.0,1.7393933285159125e-09,7266525.997774233,-2.7333323733821485e-09,7761541.302449667,10765664.585264053,1782832549913134.0,1.79157512837139e-07,12517046.779617,3.056362562963675e-08,1.3911818158662496e-07,-1.6399994240292884e-08,1.3572526153066376e-07,1.6128948377974683e-08,0.016074181412053745
256,2855.2919719490455,EVENT_TRANSPORT_PAUSED,2,10,0.601249999999993,LEFT,7.269174960767084e-21,1.9503294186910504e-21,7.270910932831831e-21,1.2017076823113462e-07,7.750679657151914e-08,1.201803335758257e-07,1.00050903161875,-8.045998291500028e-08,-1.6102798888724994e-10,8.051752114354469e-08,1.6097750405854496e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.8081988567632508e-07,1.808186150858355e-07,3.616385007621606e-07,-0.00010915001900468901,1.39320906660007e-07,8.531796865839272,7.274205290614015,3.1848600300676644e-13,-160445.02844017744,25354011.861527003,0.014920858059336874,-0.0006698614822238103,0.3269224406447496,7422084.762418447,10542150.032715218,2725453989017783.0,-3.553332085396793e-08,11493656.922104403,-6.83333093345537e-08,4490436.228652271,7432821.147111173,4948486617402938.0,-7.454542836496768e-10,7695869.477214228,-2.7333323733821485e-09,7764739.117071716,10783760.923930576,1782749989698445.0,1.79157512837139e-07,12344285.388763743,3.056362562963675e-08,1.3910259836115986e-07,-1.6399994240292884e-08,1.3572655416004095e-07,1.6126794910616667e-08,0.015975312175898315
257,2857.373339093775,EVENT_TRANSPORT_RECOVERY,2,10,0.6087499999999928,LEFT,7.269171998112038e-21,1.9503480917854373e-21,7.270895222392489e-21,1.2017075190536712e-07,7.750704392923817e-08,1.2018024701687785e-07,1.0005186108208084,-8.046000446299415e-08,-1.608524247681542e-10,8.051766218780563e-08,1.6097766665079977e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.8081988729885987e-07,1.8081861601782717e-07,3.6163850331668706e-07,-0.00010915708353276266,1.3931886969815108e-07,8.531672125445352,7.274319638956419,3.184857827358355e-13,-120440.38716698159,25332349.158680193,0.014932513462065169,-0.0006717520405494781,0.3265953760160127,7418255.6084549185,10548176.801719513,2787767676536210.0,-3.553332085396793e-08,11488182.196740072,-6.83333093345537e-08,4512799.556823716,7458486.3682220485,5009158135921905.0,-7.454542836496768e-10,7737256.935447947,-2.7333323733821485e-09,7764978.641593993,10784778.769721946,1782742097507341.0,1.79157512837139e-07,12327383.988206157,3.056362562963675e-08,1.3908978743237038e-07,-1.6399994240292884e-08,1.3572737242439544e-07,1.6126591004875612e-08,0.015960457959061314
258,2863.7806677599433,ACTIVE_ONE_B,2,10,0.6274999999999924,LEFT,7.269164273116641e-21,1.950387097681511e-21,7.270863941491813e-21,1.2017070933661081e-07,7.750756062530201e-08,1.2018007466984005e-07,1.0005386206462945,-8.045998728568369e-08,-1.6075413189854422e-10,8.0517943155891e-08,1.609779304415747e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.8081989055812094e-07,1.8081861788747622e-07,3.6163850844559713e-07,-0.00010917126750342732,1.3931931843864387e-07,8.531699605619158,7.274508812690659,3.184858042145142e-13,-67392.0085920738,25339365.212140933,0.014961651968885901,-0.0006733918206658362,0.32650028563448447,7412845.6956646,10531169.807989895,2888355703809840.5,-3.553332085396793e-08,11476531.757053781,-6.83333093345537e-08,4542410.389183306,7473460.609881469,5116303224341610.0,-7.454542836496768e-10,7741121.567709658,-2.7333323733821485e-09,7765421.682018192,10786604.871349672,1782726265114255.0,1.79157512837139e-07,12292464.566616192,3.056362562963675e-08,1.390900667003279e-07,-1.6399994240292884e-08,1.3572755849756697e-07,1.6126133646928697e-08,0.015963730326957526
259,2889.1684368589385,ACTIVE_ONE_B,2,10,0.7012499999999908,LEFT,7.269132654826988e-21,1.950554096995592e-21,7.270728560467386e-21,1.2017053510301888e-07,7.750977272293536e-08,1.2017932876111276e-07,1.0006242904415663,-8.046000623602092e-08,-1.5995721834056188e-10,8.051916097920649e-08,1.6097916721522742e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.8081990535302475e-07,1.808186263334604e-07,3.616385316864851e-07,-0.00010923554004249603,1.3931510119773513e-07,8.531441348307817,7.275379252482704,3.184851222435222e-13,195375.27854987886,25337398.297396168,0.015076263429047452,-0.0006814471210534467,0.3253095219179624,7386680.798216801,10504965.676617233,2923263260048534.5,-3.553332085396793e-08,11417847.317201655,-6.83333093345537e-08,4682848.820289459,7552331.956246762,4929880545080350.0,-7.454542836496768e-10,7861675.161694569,-2.7333323733821485e-09,7766972.788800288,10789549.53281713,1782654743545425.0,1.79157512837139e-07,12168507.690912003,3.1060595152069866e-08,1.3907457555693423e-07,-1.6399994240292884e-08,1.3572988022455373e-07,1.612429468004827e-08,0.015932976775667296
260,2893.3789604780704,EVENT_TRANSPORT_PAUSED,2,10,0.7124999999999906,LEFT,7.269129650224131e-21,1.9505716649004156e-21,7.270713997165422e-21,1.2017051854603288e-07,7.751000542266313e-08,1.201792485211474e-07,1.000633302687023,-8.046002497300458e-08,-1.5980405061591815e-10,8.05192921845631e-08,1.6097931715756768e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.808199070093786e-07,1.808186272749233e-07,3.6163853428430193e-07,-0.00010924272428969317,1.393136071909002e-07,8.531349857639709,7.275483138035845,3.1848503386648744e-13,218662.250131269,25348764.54747735,0.01509374653313989,-0.0006820119451289575,0.3250224972950221,7383278.954061718,10498862.082049636,2838371269163811.0,-3.553332085396793e-08,11410583.86500034,-6.83333093345537e-08,4701554.632131733,7577278.951123851,4882647852476934.0,-7.454542836496768e-10,7915670.723529631,-2.7333323733821485e-09,7767094.369012109,10789495.94517371,1782646771176375.0,1.79157512837139e-07,12158437.123771388,3.1060595152069866e-08,1.390790437088072e-07,-1.6399994240292884e-08,1.357298185177821e-07,1.6124026515735056e-08,0.01592208197102618
261,2929.3322998949484,EVENT_TRANSPORT_RECOVERY,2,10,0.7987499999999887,LEFT,7.269094511718011e-21,1.95076701248772e-21,7.270553788084235e-21,1.2017032491352994e-07,7.751259284996069e-08,1.201783658041538e-07,1.0007335150016863,-8.046022446462806e-08,-1.5818925876651443e-10,8.052073829582218e-08,1.6098096276045024e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.8081992626687255e-07,1.8081863816248893e-07,3.616385644293615e-07,-0.00010932609027491935,1.392982284564101e-07,8.530408087722554,7.27660568717431,3.184834133060552e-13,539015.0888581276,25321029.457684845,0.015227783664515262,-0.0006922413661034632,0.3221554323095672,7348619.503231877,10410611.922542645,2985392374582128.0,-3.006665610720363e-08,11319421.816547666,-6.83333093345537e-08,4919939.875968447,7850711.729156612,4432156269045093.0,2.2363628509490305e-09,8334532.916214966,-2.7333323733821485e-09,7767963.813054213,10782387.186904628,1782554576776666.0,1.79157512837139e-07,12038689.362461729,3.1060595152069866e-08,1.390521089937499e-07,-1.6399994240292884e-08,1.3573418613881092e-07,1.612183964810996e-08,0.015809935022308874
262,2931.107324883462,EVENT_TRANSPORT_RECOVERY,2,10,0.8062499999999886,LEFT,7.26909140261878e-21,1.950783452996398e-21,7.270540456674788e-21,1.201703077806524e-07,7.751281060069965e-08,1.201782923504194e-07,1.000741948898678,-8.046024050885615e-08,-1.580611434297096e-10,8.052085888132993e-08,1.6098109939018606e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.8081992795988114e-07,1.8081863911466472e-07,3.616385670745459e-07,-0.00010933340551688708,1.3929709452962646e-07,8.530338647799926,7.2766973684140455,3.1848325320593156e-13,568609.6099407906,25319626.007693097,0.015239439067243553,-0.0006930906858879649,0.3219383964821103,7345956.849739931,10401734.73923047,2995506379271233.0,-3.006665610720363e-08,11310802.149872512,-6.83333093345537e-08,4938808.03060981,7877240.987594389,4380024751440893.0,2.2363628509490305e-09,8360830.476562564,-2.7333323733821485e-09,7767973.919594636,10781351.822477376,1782546514166812.0,1.79157512837139e-07,12027687.72988453,3.1060595152069866e-08,1.3905024364894206e-07,-1.6399994240292884e-08,1.3573460475393853e-07,1.6121648818632734e-08,0.015801666043548712
263,2943.8335357183987,ACTIVE_ONE_B,2,10,0.8299999999999881,LEFT,7.269081425666572e-21,1.9508329252005257e-21,7.270500961422867e-21,1.201702528020267e-07,7.751346584123332e-08,1.2017807473796198e-07,1.000767327886745,-8.046026771943358e-08,-1.5777019153155898e-10,8.052121637959722e-08,1.609814840990308e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.8081993305890746e-07,1.8081864197772054e-07,3.61638575036628e-07,-0.0001093554246081041,1.392953040497901e-07,8.530229001583702,7.27695488627206,3.184828566457815e-13,655546.634949741,25320231.60149195,0.015276347842549814,-0.0006954821186975213,0.3215018200899634,7338729.32910607,10374775.183852082,2948678936942253.0,-3.006665610720363e-08,11284124.250897337,-6.83333093345537e-08,4993846.569619005,7932231.49321858,4236825825878133.0,2.2363628509490305e-09,8394372.30329918,-2.7333323733821485e-09,7767955.924907687,10777808.760514691,1782522271435619.0,1.79157512837139e-07,11993897.589213317,3.1060595152069866e-08,1.390473912977557e-07,-1.6399994240292884e-08,1.357357463941675e-07,1.6121050181993207e-08,0.015788609257210595
264,2983.1335909922127,EVENT_TRANSPORT_PAUSED,2,10,0.8762499999999871,LEFT,7.269061877908981e-21,1.9509290841346528e-21,7.270424350246333e-21,1.2017014508272724e-07,7.751473939806419e-08,1.2017765262050922e-07,1.0008166569288766,-8.046033665635227e-08,-1.571544312387928e-10,8.052191098356012e-08,1.6098224763991238e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.8081994333623865e-07,1.808186477272927e-07,3.6163859106353136e-07,-0.00010939974691526189,1.3929123281476564e-07,8.529979685446918,7.277459993035126,3.184820302964564e-13,817542.3004523087,25315896.075231135,0.015348222826040956,-0.0007002284528172531,0.3205499121755741,7324374.139059213,10314390.479022902,2955328096074415.0,-3.006665610720363e-08,11227784.921250008,-6.83333093345537e-08,5099710.2503228225,8038195.675758253,4119835776114041.5,-2.4848476121655894e-10,8483060.87782539,-2.7333323733821485e-09,7767759.246564084,10769045.207385644,1782473589349962.0,1.79157512837139e-07,11923843.4257568,3.1060595152069866e-08,1.3904074740733263e-07,-1.6399994240292884e-08,1.3573822173039524e-07,1.61198792201012e-08,0.015758920430356982
265,3273.4865579717703,EVENT_TRANSPORT_PAUSED,2,10,0.9049999999999865,LEFT,7.269049727068935e-21,1.9509904757639867e-21,7.270375109457045e-21,1.2017007812456725e-07,7.751555246473288e-08,1.2017738130870567e-07,1.0008481505212028,-8.046041115079491e-08,-1.5664384923359633e-10,8.05223582914076e-08,1.609827694422025e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.8081995024504034e-07,1.8081865157702743e-07,3.6163860182206777e-07,-0.00010942949958447912,1.3928679170866242e-07,8.52970771897727,7.277799916364525,3.184813096007855e-13,929557.3760341424,25306699.05773248,0.015392901869832746,-0.0007034720879295353,0.3196954668630262,7314538.552951552,10260889.32135556,2986546253986560.0,-3.006665610720363e-08,11188167.635252709,-6.83333093345537e-08,5179729.634738527,8132697.806023143,4278062951346838.5,-2.4848476121655894e-10,8576278.856157066,-2.7333323733821485e-09,7767513.908263643,10707205.75208439,1782440995161288.0,1.79157512837139e-07,11875389.62590906,3.1060595152069866e-08,1.3903367955983303e-07,-1.6399994240292884e-08,1.3574019283584823e-07,1.611914026060145e-08,0.01572653437812832
266,3351.28340095125,EVENT_TRANSPORT_RECOVERY,2,10,0.9324999999999859,LEFT,7.26903831339675e-21,1.951055488573064e-21,7.270321510320153e-21,1.2017001522856077e-07,7.751641347147099e-08,1.2017708598145204e-07,1.0008815017602444,-8.04605669243282e-08,-1.5578549139490512e-10,8.052284603180547e-08,1.609834129561337e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.80819958067735e-07,1.808186559216378e-07,3.616386139893728e-07,-0.00010946314819504366,1.3927723954200045e-07,8.529122759063197,7.278214225239746,3.184802019386493e-13,1068830.3964826856,25280291.67328921,0.015435638346503158,-0.0007074723087454604,0.31809013224280713,7302106.090744372,10201326.611689523,3145196428379862.0,-3.006665610720363e-08,11141828.165520871,-6.83333093345537e-08,5288490.341287105,8307591.726845825,4458939508372717.0,-2.4848476121655894e-10,8787258.28201791,-2.7333323733821485e-09,7767135.230372372,10651308.143395096,1782404213145636.0,1.79157512837139e-07,11819477.22231741,3.1060595152069866e-08,1.3901781235585565e-07,-1.6399994240292884e-08,1.357430380213497e-07,1.611840689183064e-08,0.0156568767385179
267,3355.8975289768005,ACTIVE_ONE_B,2,10,0.9474999999999856,LEFT,7.269031871960773e-21,1.9510852223881165e-21,7.270298217941078e-21,1.2016997973245364e-07,7.751680724926746e-08,1.201769576417251e-07,1.0008967550555183,-8.046059058285429e-08,-1.555998530807454e-10,8.052305828199933e-08,1.6098364886485362e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.8081996156914493e-07,1.8081865786145802e-07,3.6163861943060293e-07,-0.00010947819588502661,1.3927627045621968e-07,8.529063413748661,7.278364188586419,3.1847978456978533e-13,1129910.781867885,25280953.197089132,0.015458949151959741,-0.0007089387680188075,0.3178374202081119,7298162.100142039,10174810.231128767,3077120086683757.0,-3.006665610720363e-08,11120562.857795723,-6.83333093345537e-08,5333947.780518823,8336415.716154562,4536175754057424.0,-2.4848476121655894e-10,8794147.1968405,-2.7333323733821485e-09,7766946.003602826,10648049.245043868,1782387791182132.0,1.79157512837139e-07,11794398.500898514,3.1060595152069866e-08,1.3901663225601803e-07,-1.6399994240292884e-08,1.3574405213611778e-07,1.611802250449344e-08,0.015649809836268513
268,3423.103025730212,EVENT_TRANSPORT_PAUSED,2,10,0.9762499999999851,LEFT,7.269019557527549e-21,1.9511431632867157e-21,7.270252591475702e-21,1.201699118726133e-07,7.75175745741999e-08,1.201767062416173e-07,1.0009264784406005,-8.046065499010389e-08,-1.5516602944181164e-10,8.052347461556648e-08,1.6098412960567038e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.8081996860688719e-07,1.808186617516902e-07,3.616386303585774e-07,-0.00010950841713430748,1.3927347058693993e-07,8.528891954083932,7.278668124711977,3.1847898135202826e-13,1240063.0609637722,25274815.762759887,0.01550362819575153,-0.0007119271561935037,0.31717731313370173,7289560.745286851,10122134.976151416,3050938054606441.0,-3.006665610720363e-08,11076641.399733568,-6.83333093345537e-08,5414918.615933319,8392529.279333137,4684862143288192.0,-2.4848476121655894e-10,8833622.770924993,-2.7333323733821485e-09,7766477.293587268,10641060.267143514,1782354859224629.0,1.79157512837139e-07,11742329.04884363,3.1060595152069866e-08,1.390122740565133e-07,-1.6399994240292884e-08,1.3574619181167325e-07,1.6117280774207716e-08,0.0156293922397015
269,3428.4144079454336,ACTIVE_ONE_B,2,10,0.9899999999999851,LEFT,7.269013679443864e-21,1.9511712697845667e-21,7.270230363061535e-21,1.201698794808543e-07,7.751794678968234e-08,1.2017658376351042e-07,1.0009408969304605,-8.046069535312866e-08,-1.5492017664913996e-10,8.052367772512476e-08,1.6098437307825341e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.808199721432559e-07,1.8081866370215836e-07,3.616386358454143e-07,-0.00010952359094962283,1.3927149915105884e-07,8.528771226399375,7.278820273633846,3.1847844504378124e-13,1307882.3015554547,25272784.2421052,0.015524996434086735,-0.0007134406340645327,0.316794259913382,7285334.710121228,10095943.88313009,3028784764776891.0,-3.006665610720363e-08,11054270.14727166,-6.83333093345537e-08,5462663.576848433,8419349.819235794,4756406490512368.0,-2.4848476121655894e-10,8849514.320417179,-2.7333323733821485e-09,7766226.322060014,10637217.036501247,1782338348818151.0,1.79157512837139e-07,11716325.63698701,3.1060595152069866e-08,1.3900956146311653e-07,-1.6399994240292884e-08,1.3574740486690054e-07,1.6116920817440768e-08,0.015615015860500847
