frame,time_s,phase,avalanche_id,event_number,q_over_b,active_contact,V_left_m3,V_center_m3,V_right_m3,R_left_m,R_center_m,R_right_m,V_center_over_source,centroid_left_m,centroid_center_m,centroid_right_m,outer_centroid_separation_m,GB_LEFT_m,GB_RIGHT_m,center_span_m,near_axis_low_m,near_axis_high_m,near_axis_extent_m,near_axis_extent_strain,center_max_radius_m,center_envelope_aspect_ratio,center_second_moment_aspect_ratio,surface_area_proxy_m2,LEFT_stress_Pa,RIGHT_stress_Pa,quota_strain,centroid_strain,mirror_error,left_outer_curvature_rms,left_outer_curvature_p95,left_outer_curvature_grad_max,left_outer_curvature_grad_z,left_outer_curvature_kappa_max,left_outer_curvature_kappa_z,center_curvature_rms,center_curvature_p95,center_curvature_grad_max,center_curvature_grad_z,center_curvature_kappa_max,center_curvature_kappa_z,right_outer_curvature_rms,right_outer_curvature_p95,right_outer_curvature_grad_max,right_outer_curvature_grad_z,right_outer_curvature_kappa_max,right_outer_curvature_kappa_z,LEFT_TJ_radius_m,LEFT_TJ_z_m,RIGHT_TJ_radius_m,RIGHT_TJ_z_m,morphology_departure_max_fraction
21,306.4983835713068,ACTIVE_ONE_B,1,3,0.20000000000000015,LEFT,7.269761884845208e-21,1.9515064130163627e-21,7.269147014425202e-21,1.2017400240005407e-07,7.752238482959018e-08,1.201706142321047e-07,1.0011128236968232,-8.040092751081886e-08,-1.2475142986640084e-10,8.044758613002811e-08,1.6084851364084696e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.8079986630673037e-07,1.8079986489894205e-07,3.6159973120567245e-07,-1.933038223489447e-06,1.3901355262205482e-07,8.476439112430576,7.258084912485793,3.1817000977669636e-13,-416797.099071675,21614294.49965581,0.00341891813363272,0.0001310908098880459,0.2799363597868652,7737175.891807275,11739324.351123126,2730082985995175.5,-3.006665610720363e-08,12587559.470254019,-5.789694936345823e-08,5681161.235763704,7993642.646064226,4377589092603527.0,-7.454542836496768e-10,8852329.805131106,2.7333323733821485e-09,7446203.353231916,8290278.028800706,1929049072682382.0,1.79157512837139e-07,11307007.340197228,3.006665610720363e-08,1.3889132351967695e-07,-1.6399994240292884e-08,1.362734228415398e-07,1.6332714440731544e-08,0.00938325288461983
22,306.5417653173884,ACTIVE_ONE_B,1,3,0.3000000000000002,LEFT,7.269726517524961e-21,1.9516715575665204e-21,7.26901723719526e-21,1.2017380751795712e-07,7.752457152293483e-08,1.201698990861958e-07,1.0011975420076746,-8.039975504810721e-08,-1.2844750446044038e-10,8.044874530439166e-08,1.6084850035249887e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.8079987010302756e-07,1.807998686946671e-07,3.6159973879769467e-07,-1.9540339164514364e-06,1.390614859133379e-07,8.479361875120658,7.258653199684454,3.181867889940059e-13,-769025.9757242529,21821391.976883806,0.003574323503343298,0.00013117341311386088,0.2860158362392788,7758751.47278854,11661064.080891583,3376366914533588.0,-3.006665610720363e-08,12555190.490803713,-5.789694936345823e-08,5666342.618771086,8081575.146373357,4360717777336914.0,-7.454542836496768e-10,8849782.634016352,2.7333323733821485e-09,7458670.905415899,8295764.612939787,1929016498194567.0,1.79157512837139e-07,11494052.405086948,3.006665610720363e-08,1.3893850790585214e-07,-1.6399994240292884e-08,1.3624538464755367e-07,1.6329923015788555e-08,0.009731298528833587
23,306.58814953630684,ACTIVE_ONE_B,1,3,0.4000000000000003,LEFT,7.26969104639341e-21,1.951840237995404e-21,7.268884027897877e-21,1.201736120632011e-07,7.752680490781658e-08,1.2016916501880237e-07,1.001284074206255,-8.039861122550147e-08,-1.3200620902363883e-10,8.044993357952586e-08,1.6084854480502734e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.8079987402060987e-07,1.8079987261124538e-07,3.615997466318552e-07,-1.9756992413189067e-06,1.3910795631945443e-07,8.482195437464378,7.259250292364173,3.1820340970022026e-13,-1101577.7574066287,22025879.32333721,0.0037297288730538765,0.00013089708664903998,0.2918041989425101,7778695.564411536,11759295.623512872,4053599758862616.0,-3.006665610720363e-08,12508009.218711816,-5.7399979841025116e-08,5637329.573001859,8131847.371857589,4033479353571235.0,-7.454542836496768e-10,8800638.034306979,2.7333323733821485e-09,7471370.928975805,8298015.540198249,1928982885809981.0,1.79157512837139e-07,11669077.805578057,3.006665610720363e-08,1.3898410217567566e-07,-1.6399994240292884e-08,1.3621798039942348e-07,1.6327153549825286e-08,0.010068722102319905
24,306.6379458581193,ACTIVE_ONE_B,1,3,0.5000000000000004,LEFT,7.269655522086727e-21,1.9520120030871384e-21,7.268747787112772e-21,1.2017341631479966e-07,7.752907900243684e-08,1.2016841423671933e-07,1.0013721888211249,-8.039749495048111e-08,-1.3543352491764544e-10,8.045114739196631e-08,1.6084864234244744e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.8079987805356942e-07,1.8079987664251147e-07,3.615997546960809e-07,-1.998000810132794e-06,1.3915307688706302e-07,8.484946692553098,7.259872835370174,3.1821986691845083e-13,-1417206.7780519286,22225218.20598604,0.0038851342427644545,0.000130290773096009,0.2973517417858498,7797154.989362203,11657544.204013657,3782804360398059.0,-3.056362562963675e-08,12443873.277073184,-5.7399979841025116e-08,5607795.310348055,8123578.521340765,4118527181214523.5,-2.4848476121655894e-10,8708515.871768486,2.7333323733821485e-09,7484221.260622709,8426966.240354497,1928948288487428.0,1.79157512837139e-07,11832305.582174314,3.006665610720363e-08,1.3902823058791475e-07,-1.639999424029288e-08,1.361911621862181e-07,1.6324430401085624e-08,0.010396344441622185
25,306.6916825569954,ACTIVE_ONE_B,1,3,0.5999999999999983,LEFT,7.269619907363605e-21,1.9521866047852112e-21,7.268608800137738e-21,1.201732200675394e-07,7.753139051576023e-08,1.2016764831154064e-07,1.0014617586005599,-8.039640601872444e-08,-1.387338856425575e-10,8.045238421938903e-08,1.6084879023811347e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.8079988219961245e-07,1.8079988078580972e-07,3.615997629854222e-07,-2.020924934731383e-06,1.3919696661829216e-07,8.487622896616713,7.260518427107737,3.182361498162228e-13,-1718927.5890561752,22420713.220373645,0.00404053961247503,0.00012937142186986161,0.302637824608426,7813843.810128056,11533095.222628828,3886899389108952.5,-3.056362562963675e-08,12355271.644606391,-5.7399979841025116e-08,5576722.159549811,8092771.371393253,4791039922475744.0,-2.4848476121655894e-10,8576240.011999808,2.7333323733821485e-09,7497157.665931658,8556118.173893215,1928912728780170.0,1.79157512837139e-07,11984171.559826177,3.006665610720363e-08,1.3907101108907745e-07,-1.639999424029288e-08,1.3616500624517607e-07,1.6321734010980154e-08,0.010715029626200856
26,306.7500781449917,ACTIVE_ONE_B,1,3,0.6999999999999962,LEFT,7.269584187766298e-21,1.952363612629448e-21,7.268467511890747e-21,1.2017302324174874e-07,7.753373374283716e-08,1.20166869694575e-07,1.001552562720689,-8.039534299652935e-08,-1.4191658363237837e-10,8.045364014228257e-08,1.6084898313881192e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.8079988645119996e-07,1.807998850331265e-07,3.615997714843264e-07,-2.0444286044085658e-06,1.3923981286745023e-07,8.49023547370243,7.2611832171678845,3.1825226992196456e-13,-2009167.8228990342,22612943.67356037,0.004195944982185605,0.00012817230969541793,0.307688658708044,7828858.881186007,11401383.946505284,4018079108453130.0,-3.1060595152069866e-08,12307534.818118224,-6.187270554292317e-08,5529720.525873047,8042659.09773426,4763518959291338.0,-2.4848476121655894e-10,8407614.086110923,2.7333323733821485e-09,7510099.959921451,8684462.123456435,1928876275297831.0,1.79157512837139e-07,12124874.454805175,3.006665610720363e-08,1.391126503750154e-07,-1.6399994240292884e-08,1.3613956238044816e-07,1.631905152533001e-08,0.011026138043569889
27,306.8140252592532,ACTIVE_ONE_B,1,3,0.799999999999994,LEFT,7.269548384171087e-21,1.952542702465341e-21,7.268324225650025e-21,1.2017282595245716e-07,7.753610438715305e-08,1.2016608005667978e-07,1.0016444348919051,-8.039430526142728e-08,-1.4498609847523593e-10,8.045491251617783e-08,1.608492177776051e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.8079989080472252e-07,1.8079988938023208e-07,3.615997801849546e-07,-2.068490140727519e-06,1.3928108890496816e-07,8.492752306142318,7.261865047725593,3.1826820003885365e-13,-2285246.7258485043,22801295.343317203,0.004351350351896179,0.00012671374455897055,0.31251943288187745,7842296.002711736,11401298.93530046,3903237702787246.0,-3.1060595152069866e-08,12369619.021678137,-6.187270554292317e-08,5481543.8792189,7976310.106924699,5340495914429570.0,-2.7333323733821485e-09,8205289.319245028,2.7333323733821485e-09,7522990.9883925775,8811224.866962422,1928838964182741.0,1.79157512837139e-07,12254960.260093212,3.006665610720363e-08,1.3915323911673014e-07,-1.6399994240292884e-08,1.3611483492743872e-07,1.631638265021155e-08,0.01132584508817236
28,306.8845996261566,ACTIVE_ONE_B,1,3,0.8999999999999919,LEFT,7.269512453277656e-21,1.9527235877042443e-21,7.268179271304502e-21,1.2017262796106033e-07,7.75384986503993e-08,1.201652812154456e-07,1.0017372280956969,-8.039329203812086e-08,-1.4794948173350271e-10,8.045619847770517e-08,1.6084949051582604e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.8079989525567586e-07,1.8079989382185461e-07,3.6159978907753045e-07,-2.0930825068710135e-06,1.3932118264437503e-07,8.49519704720865,7.26256227170028,3.182839313432366e-13,-2542683.696917764,22984839.344765253,0.004506755721606754,0.00012501834519684785,0.31714123152058216,7854565.776574958,11462733.167772034,4074308722994242.5,-3.155756467450299e-08,12421067.269902272,-6.187270554292317e-08,5443340.627672033,7896428.843760355,6147163847749767.0,-2.7333323733821485e-09,7973422.677499981,2.7333323733821485e-09,7535777.379856075,8935756.684230298,1928800840491983.0,1.79157512837139e-07,12374891.298808198,3.006665610720363e-08,1.3919284501831324e-07,-1.639999424029288e-08,1.3609081637654889e-07,1.6313726107688832e-08,0.011616967416459456
29,306.9630367902512,ACTIVE_ONE_B,1,3,1.0,LEFT,7.269476439255203e-21,1.95290594984136e-21,7.26803292318982e-21,1.2017242951093977e-07,7.754091231274254e-08,1.201644746823954e-07,1.001830778940729,-8.039230239613026e-08,-1.5081122935183634e-10,8.045749566378772e-08,1.6084979805991797e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.8079989980056322e-07,1.8079989835356413e-07,3.6159979815412735e-07,-2.118183782373606e-06,1.3936035366614812e-07,8.49758552498487,7.263273170813643,3.182994563053216e-13,-2780392.4732544897,23164489.055822287,0.004662161091317345,0.0001231065850644253,0.32156780381283745,7865891.949856735,11525092.586581465,4102151946800765.5,-3.155756467450299e-08,12462632.482734188,-6.187270554292317e-08,5414569.384486947,7871035.926409127,5604366589275121.0,-2.7333323733821485e-09,7877993.682748504,1.2424238060827948e-09,7548416.312593177,9057532.748265158,1928761942032615.0,1.79157512837139e-07,12485271.721317424,3.006665610720363e-08,1.3923154496956209e-07,-1.6399994240292884e-08,1.360674903371836e-07,1.631108174681611e-08,0.011901389853195665
30,306.9630960213904,CHILD_CROSSING,1,3,0.0,LEFT,7.269476491120039e-21,1.9529085488908237e-21,7.268030272275522e-21,1.20172429796734e-07,7.754094671149366e-08,1.2016446007295126e-07,1.0018321122398306,-8.039231695676431e-08,-1.5073363469873094e-10,8.045751914182978e-08,1.608498360985941e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.807998998847327e-07,1.8079989843744943e-07,3.6159979832218213e-07,-2.1186485368307473e-06,1.3935826590308427e-07,8.497458222314318,7.263306277774613,3.1829925138865085e-13,-2777447.9700767826,23160689.331915237,0.004662161091317345,0.00012287012848333223,0.3213727068103419,7863515.713479787,11527119.24155243,4083270917876809.5,-3.155756467450299e-08,12463211.488988854,-6.187270554292317e-08,5411256.179484921,7878987.797703009,5592719266248169.0,-2.7333323733821485e-09,7880165.217561934,1.7393933285159125e-09,7548644.058285083,9059734.901776282,1928761221977339.0,1.79157512837139e-07,12486996.136499863,3.006665610720363e-08,1.3922862783828617e-07,-1.6399994240292884e-08,1.3606732189487021e-07,1.6311082849722676e-08,0.011886230517772045
31,307.05148007890693,ACTIVE_ONE_B,1,4,0.10000000000000006,LEFT,7.26944036906115e-21,1.95308955908121e-21,7.267885384144024e-21,1.2017223075063664e-07,7.75433423293722e-08,1.201636615750945e-07,1.001924969543095,-8.039133573771845e-08,-1.5357444740300036e-10,8.045880234259943e-08,1.6085013808031787e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.8079990443816072e-07,1.807999029730205e-07,3.6159980741118124e-07,-2.1437841104532396e-06,1.3939865239657283e-07,8.49992081424556,7.263996921259009,3.183148555378329e-13,-3013679.219813537,23339945.41143402,0.004817566461027924,0.00012099294522605053,0.32580976124728706,7876301.171717539,11592307.019121358,3958943718571604.5,-3.20545341969361e-08,12497758.219501354,-6.187270554292317e-08,5405793.337630479,7977095.436789094,5309090414772748.0,2.4848476121655894e-10,8042401.418349079,1.7393933285159125e-09,7560878.458284315,9176209.655323721,1928722288581922.0,1.79157512837139e-07,12586732.634029852,3.006665610720363e-08,1.3926888077567568e-07,-1.6399994240292884e-08,1.3604484428748893e-07,1.630844917380117e-08,0.012179478545760514
32,307.15142119442515,ACTIVE_ONE_B,1,4,0.20000000000000015,LEFT,7.26940428220661e-21,1.953274110678863e-21,7.267736919400913e-21,1.2017203189787007e-07,7.754578466437597e-08,1.2016284335504463e-07,1.0020196435702013,-8.039039071424638e-08,-1.562449678644142e-10,8.046011624002734e-08,1.6085050695427372e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.8079990916398591e-07,1.8079990767446463e-07,3.615998168384505e-07,-2.1698551684323775e-06,1.394361546139494e-07,8.502207535620402,7.264732218964503,3.183301516274756e-13,-3247547.8545750985,23511555.483414203,0.004972971830738502,0.00011869994548674434,0.32987935928651857,7886193.710113285,11662194.189292306,4463713118061170.0,-3.20545341969361e-08,12521341.594436204,-6.187270554292317e-08,5398706.928458461,8091910.87948351,6072008791706400.0,-2.2363628509490305e-09,8239255.4830496395,1.7393933285159125e-09,7573129.837209685,9291389.085839855,1928681929334448.0,1.79157512837139e-07,12679883.933121445,3.006665610720363e-08,1.393048930207095e-07,-1.6399994240292884e-08,1.3602285503510213e-07,1.630582767984602e-08,0.012451783723579135
33,307.2659607320703,ACTIVE_ONE_B,1,4,0.3000000000000002,LEFT,7.269368245433613e-21,1.953459298308166e-21,7.267587768544591e-21,1.2017183332041576e-07,7.754823526191969e-08,1.2016202134246184e-07,1.002114643878296,-8.038946596918665e-08,-1.588275776813542e-10,8.046143530459269e-08,1.6085090127377934e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.807999139745494e-07,1.807999124529624e-07,3.615998264275118e-07,-2.1963736609453832e-06,1.3947294898086796e-07,8.504451095366793,7.265477595532914,3.183453000155511e-13,-3470673.5819317857,23678932.577468496,0.00512837720044908,0.00011624877074478679,0.33379001915281387,7895197.793896619,11740661.44106565,3936095927449764.0,-3.20545341969361e-08,12533420.412687728,-6.187270554292317e-08,5383888.202301172,8157324.525244987,6138440364928748.0,-2.2363628509490305e-09,8323227.974417485,1.7393933285159125e-09,7585144.452116667,9402841.231646264,1928640906344348.0,1.79157512837139e-07,12765242.490942067,3.006665610720363e-08,1.3934013377337966e-07,-1.6399994240292884e-08,1.3600150364807722e-07,1.630321705113739e-08,0.012718949169447935
34,307.40019484204754,ACTIVE_ONE_B,1,4,0.4000000000000003,LEFT,7.26933226701269e-21,1.9536449122962093e-21,7.267438132977448e-21,1.201716350638507e-07,7.7550691346083e-08,1.201611966471989e-07,1.002209862906247,-8.038856061249197e-08,-1.6132713804501113e-10,8.046275782120947e-08,1.6085131843370144e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.8079991886667109e-07,1.8079991730373209e-07,3.6159983617040317e-07,-2.223317569827188e-06,1.3950912856025064e-07,8.506657168055147,7.2662316874839705,3.18360323770062e-13,-3685513.9024758376,23842213.63450497,0.005283782570159658,0.00011365561506782029,0.3375559663991734,7903901.353988015,11711380.111175628,4265805469551907.5,-3.255150371936922e-08,12534582.249514064,-6.187270554292317e-08,5359120.261482127,8206760.060001765,5553606909615700.0,-2.2363628509490305e-09,8368688.72577191,1.7393933285159125e-09,7596903.2744339425,9510375.201089134,1928598942378787.0,1.79157512837139e-07,12843422.293664448,3.006665610720363e-08,1.3937471114399748e-07,-1.6399994240292884e-08,1.3598076369861022e-07,1.630061714741562e-08,0.012981650617159168
35,307.5631454167129,ACTIVE_ONE_B,1,4,0.5000000000000003,LEFT,7.2692963248321e-21,1.9538307022001333e-21,7.267288285254073e-21,1.201714370063323e-07,7.75531496022199e-08,1.201603707713225e-07,1.0023051721781464,-8.038767344009179e-08,-1.637514272482534e-10,8.04640814388593e-08,1.6085175487895108e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.807999238338214e-07,1.8079992221854232e-07,3.615998460523637e-07,-2.250646073731488e-06,1.3954482043689256e-07,8.50883350276106,7.266992611157711,3.183752559810862e-13,-3897305.258111492,24001918.855347715,0.005439187939870236,0.00011094257765242865,0.3411926438402407,7912371.289783615,11773680.711488668,4506463498712328.0,-3.255150371936922e-08,12525452.649295513,-6.187270554292317e-08,5356475.172072063,8260304.996154393,5577634558026123.0,-1.7393933285159125e-09,8418070.208581366,1.7393933285159125e-09,7608434.732380443,9613806.608743463,1928555100615839.0,1.79157512837139e-07,12923825.233839575,3.006665610720363e-08,1.3940876557610106e-07,-1.6399994240292887e-08,1.3596060810597207e-07,1.6298027538998818e-08,0.013240810834755479
36,307.7731164827334,ACTIVE_ONE_B,1,4,0.5999999999999983,LEFT,7.269260386399256e-21,1.9540164165462408e-21,7.267138509340757e-21,1.201712389688129e-07,7.755560670288571e-08,1.2015954527987785e-07,1.0024004426892719,-8.038680327652094e-08,-1.6610887648468243e-10,8.046540370734561e-08,1.6085220698386654e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.80799928867963e-07,1.8079992718759213e-07,3.6159985605555516e-07,-2.278309841008408e-06,1.395801447099801e-07,8.510987422608224,7.267758271084043,3.183901232477054e-13,-4104192.5971448896,24158116.99422663,0.005594593309580812,0.00010813219639083105,0.344728180009341,7920562.222553953,11819720.298038332,3989764636924169.0,-3.255150371936922e-08,12506775.692976216,-6.187270554292317e-08,5380962.234604996,8312902.492200574,6418141150063854.0,-1.7393933285159125e-09,8472756.346498916,1.7393933285159125e-09,7619711.45869085,9712958.533242702,1928510771756583.0,1.79157512837139e-07,13005952.722137176,3.006665610720363e-08,1.394424263378849e-07,-1.639999424029289e-08,1.3594100562988962e-07,1.6295448094492982e-08,0.013497301867481104
37,308.07406418394675,ACTIVE_ONE_B,1,4,0.6999999999999962,LEFT,7.269224329607736e-21,1.954202085460146e-21,7.266988897218307e-21,1.2017104027842607e-07,7.755806304683534e-08,1.2015872067984442e-07,1.0024956898939097,-8.03859505809447e-08,-1.6840331916128615e-10,8.046672385522545e-08,1.6085267443617017e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.8079993396717065e-07,1.8079993220705683e-07,3.615998661742275e-07,-2.306292969711521e-06,1.3961516571347066e-07,8.513122850400297,7.268527822260978,3.184049541813304e-13,-4310007.763874568,24310698.23347338,0.005749998679291386,0.00010522641246868414,0.34832667874896744,7928868.53046775,11830441.165416056,4358692100434305.0,-3.304847324180234e-08,12478978.529385293,-6.187270554292317e-08,5349279.954693206,8298198.35880837,6386988211952120.0,-1.7393933285159125e-09,8532397.94995011,1.7393933285159125e-09,7630681.316602925,9807868.25379154,1928465989556304.0,1.79157512837139e-07,13080691.596050618,3.006665610720363e-08,1.3947576068443224e-07,-1.6399994240292894e-08,1.359219215436057e-07,1.6292879005439798e-08,0.013751590846906803
38,308.626312144848,ACTIVE_ONE_B,1,4,0.799999999999994,LEFT,7.269188069027375e-21,1.9543877107900752e-21,7.26683953246869e-21,1.201708404644014e-07,7.756051865865676e-08,1.201578974319377e-07,1.0025909147401901,-8.038511577435966e-08,-1.7063766559114365e-10,8.046804117575985e-08,1.608531569501195e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.8079993912990965e-07,1.8079993727343077e-07,3.615998764033404e-07,-2.334581521434842e-06,1.3964986254345572e-07,8.515238511508263,7.269301223545608,3.1841973507983045e-13,-4516569.936463088,24459774.777547956,0.005905404049001961,0.00010222700212059177,0.3518229007301006,7937295.648050682,11828226.833801826,4767933742494783.0,-3.304847324180234e-08,12442566.056449192,-6.187270554292317e-08,5306659.852895851,8435419.248824349,5817505878333506.0,-1.7393933285159125e-09,8597163.232761558,1.7393933285159125e-09,7641346.664608233,9898629.641612075,1928420784919066.0,1.79157512837139e-07,13148426.511168359,3.006665610720363e-08,1.3950873739932853e-07,-1.6399994240292894e-08,1.359033287614067e-07,1.6290320100027145e-08,0.014003525988873111
